"Gene.name"	"Wormbase.ID"	"Transcript.name"	"Chromosome"	"Strand"	"Relative.loc.chromosome"	"GermlineExpression"	"Total.value.of.PATC.algorithm"	"PATC.density"	"Bin.size"	"Bases.with.PATC.55"	"Frequency.of.PATCs.55"	"stoekius_oocyte_rpkm"	"spermatogenic_gonad_fem.3_RPKM_Ortiz_2014"	"Gene.expression__Ortiz_2014"
"str-193"	"WBGene00006232"	"C50C10.6"	"V"	"-"	0.469370317020786	NA	14716	12	1271	73	0.0574350904799371	NA	NA	NA
"str-200"	"WBGene00006236"	"F20E11.4"	"V"	"-"	0.834316756976856	NA	15729	10	1551	42	0.0270793036750484	NA	NA	NA
"str-205"	"WBGene00006238"	"C02E7.9"	"V"	"-"	0.235570043844012	NA	37014	22	1665	212	0.127327327327327	NA	NA	NA
"str-206"	"WBGene00006239"	"W06H8.7"	"V"	"+"	0.297208683924531	NA	11691	8	1429	0	0	NA	NA	NA
"str-217"	"WBGene00006249"	"Y102A5C.28"	"V"	"-"	0.812438934285597	NA	8570	6	1372	0	0	NA	NA	NA
"str-236"	"WBGene00006265"	"K02H11.3"	"V"	"-"	0.0729916775711163	NA	13613	9	1589	0	0	NA	NA	NA
"str-244"	"WBGene00006271"	"C50H11.9"	"V"	"-"	0.146165703984577	NA	29281	21	1398	154	0.110157367668097	NA	NA	NA
"str-248"	"WBGene00006275"	"C55A1.3"	"V"	"-"	0.746929342033953	NA	10921	7	1519	0	0	NA	NA	NA
"str-249"	"WBGene00006276"	"C42D4.12"	"IV"	"-"	0.410777394703012	NA	19114	12	1574	104	0.0660736975857687	NA	NA	NA
"str-254"	"WBGene00006280"	"F10A3.9"	"V"	"-"	0.771964612233311	NA	18497	12	1498	148	0.0987983978638184	NA	NA	NA
"sue-1"	"WBGene00006306"	"F07A5.5"	"I"	"-"	0.488704279614029	NA	133511	12	10803	589	0.0545218920670184	NA	NA	NA
"taf-3"	"WBGene00006384"	"C11G6.1a"	"X"	"+"	0.922133584499571	NA	217392	17	13138	940	0.0715481808494444	NA	0.750934	"Oogenic"
"tag-83"	"WBGene00006456"	"F46F11.3"	"I"	"-"	0.371676863869498	NA	61461	22	2813	325	0.115535015997156	NA	NA	NA
"rhgf-2"	"WBGene00006476"	"T08H4.1c"	"II"	"+"	0.269482331823961	NA	380696	19	20249	2436	0.120302237147513	NA	NA	NA
"tag-138"	"WBGene00006484"	"F08A8.6"	"I"	"+"	0.858256171498246	NA	29439	12	2486	70	0.0281576830249397	NA	NA	NA
"F56D6.6"	"WBGene00006488"	"F56D6.6"	"IV"	"+"	0.223132940192796	NA	2458	6	390	0	0	NA	NA	NA
"tps-2"	"WBGene00006603"	"F19H8.1a"	"II"	"+"	0.955908375062118	NA	104038	11	9504	513	0.0539772727272727	NA	6.87886	"Spermatogenic"
"svh-1"	"WBGene00006620"	"C07G1.1"	"IV"	"+"	0.469317980643346	NA	80085	12	6918	295	0.0426423821913848	NA	0.18824	"Spermatogenic"
"try-3"	"WBGene00006621"	"C43G2.5a"	"IV"	"+"	0.374937270737012	NA	74961	21	3652	299	0.0818729463307777	NA	NA	NA
"tsp-6"	"WBGene00006632"	"C14A11.1"	"X"	"+"	0.159221555101879	NA	29163	18	1580	238	0.150632911392405	NA	NA	NA
"unc-82"	"WBGene00006814"	"B0496.3e.1"	"IV"	"+"	0.424982946843713	NA	293693	15	19861	1331	0.0670157595287246	NA	1.33001	"Gender Neutral"
"mdt-10"	"WBGene00007014"	"T09A5.6.1"	"II"	"-"	0.514054819223844	NA	64957	61	1062	333	0.313559322033898	NA	66.1058	"Gender Neutral"
"6R55.2"	"WBGene00007069"	"6R55.2"	"X"	"+"	0.999757434727198	NA	7900	23	339	57	0.168141592920354	NA	NA	NA
"srbc-79"	"WBGene00007123"	"B0250.6"	"V"	"-"	0.979327648682051	NA	40284	23	1715	223	0.13002915451895	NA	NA	NA
"B0250.7b"	"WBGene00007124"	"B0250.7b"	"V"	"-"	0.97846360048518	NA	16782	25	663	104	0.156862745098039	NA	33.373	"Gender Neutral"
"B0379.6"	"WBGene00007158"	"B0379.6"	"I"	"+"	0.669934729851861	NA	2056	4	461	0	0	NA	NA	NA
"B0391.3"	"WBGene00007161"	"B0391.3"	"V"	"-"	0.746326689982594	NA	18607	7	2675	72	0.0269158878504673	NA	NA	NA
"C02F4.5"	"WBGene00007265"	"C02F4.5"	"IV"	"-"	0.6015723315919	NA	7957	34	234	87	0.371794871794872	NA	NA	NA
"C06B8.3"	"WBGene00007369"	"C06B8.3"	"V"	"-"	0.740021616139796	NA	2253	4	584	0	0	NA	NA	NA
"C06B8.11"	"WBGene00007373"	"C06B8.11"	"V"	"-"	0.740136674412092	NA	4207	6	731	0	0	NA	NA	NA
"C08B11.9"	"WBGene00007436"	"C08B11.9"	"II"	"-"	0.526054194069265	NA	1454	2	603	0	0	NA	111.307	"Gender Neutral"
"C08E8.6"	"WBGene00007442"	"C08E8.6"	"V"	"-"	0.877846491475413	NA	9259	23	409	72	0.176039119804401	NA	NA	NA
"del-8"	"WBGene00007518"	"C11E4.3"	"X"	"+"	0.541367340104167	NA	106766	18	5999	569	0.0948491415235873	NA	NA	NA
"C11H1.8"	"WBGene00007532"	"C11H1.8"	"X"	"-"	0.806833669865842	NA	8901	11	835	41	0.0491017964071856	NA	0.606678	"Oogenic"
"C14B1.7a"	"WBGene00007578"	"C14B1.7a"	"III"	"-"	0.270009012753449	NA	8671	3	3298	0	0	NA	53.1641	"Gender Neutral"
"C16D6.3"	"WBGene00007636"	"C16D6.3"	"X"	"+"	0.706981997006368	NA	10983	18	627	70	0.111642743221691	NA	NA	NA
"C18B12.1"	"WBGene00007663"	"C18B12.1"	"X"	"+"	0.847274346289976	NA	3750	15	243	0	0	NA	NA	NA
"igdb-2"	"WBGene00007736"	"C25G4.10a"	"IV"	"+"	0.71292451183786	NA	54799	9	6220	314	0.0504823151125402	NA	NA	NA
"srbc-83"	"WBGene00007831"	"C31A11.3"	"V"	"+"	0.778899053630775	NA	6865	8	909	0	0	NA	NA	NA
"irld-24"	"WBGene00007844"	"C31E10.3"	"X"	"+"	0.789426817921747	NA	37437	16	2398	64	0.0266889074228524	NA	NA	NA
"C31G12.3"	"WBGene00007852"	"C31G12.3"	"V"	"+"	0.869106244545784	NA	1616	6	252	0	0	NA	NA	NA
"C34F6.5a"	"WBGene00007939"	"C34F6.5a"	"X"	"-"	0.632554076874342	NA	14789	11	1385	0	0	NA	1.81718	"Oogenic"
"fbxa-133"	"WBGene00008012"	"C38D9.4"	"V"	"+"	0.840431237926648	NA	8858	8	1084	0	0	NA	NA	NA
"C40H1.2"	"WBGene00008038"	"C40H1.2"	"III"	"+"	0.676058621275801	NA	7275	6	1228	0	0	NA	NA	NA
"lact-7"	"WBGene00008047"	"C40H5.4"	"X"	"+"	0.663794091091895	NA	40778	8	4983	73	0.0146498093517961	NA	NA	NA
"C41G6.12"	"WBGene00008058"	"C41G6.12"	"V"	"-"	0.726787596933309	NA	4926	7	694	0	0	NA	NA	NA
"C41G6.16"	"WBGene00008060"	"C41G6.16"	"V"	"-"	0.726918856557342	NA	9470	8	1193	0	0	NA	NA	NA
"C44C10.6"	"WBGene00008087"	"C44C10.6"	"X"	"+"	0.660239251305185	NA	9424	13	715	73	0.102097902097902	NA	NA	NA
"C44H4.4"	"WBGene00008094"	"C44H4.4"	"X"	"-"	0.822790209483162	NA	238732	12	19995	1083	0.0541635408852213	NA	1.08042	"Oogenic"
"C44H9.5"	"WBGene00008100"	"C44H9.5"	"V"	"-"	0.614045209895919	NA	42875	15	2880	126	0.04375	NA	0.676232	"Gender Neutral"
"C47A4.1"	"WBGene00008122"	"C47A4.1"	"IV"	"-"	0.784056051994106	NA	1860	4	474	0	0	NA	NA	NA
"C48B4.9"	"WBGene00008172"	"C48B4.9"	"III"	"-"	0.693773364836013	NA	8025	10	785	0	0	NA	65.5731	"Gender Neutral"
"C54G4.7.1"	"WBGene00008317"	"C54G4.7.1"	"I"	"+"	0.53217071642178	NA	17167	11	1624	103	0.0634236453201971	NA	NA	NA
"C55A1.15"	"WBGene00008329"	"C55A1.15"	"V"	"-"	0.747173724370561	NA	40955	16	2560	196	0.0765625	NA	NA	NA
"ttr-44"	"WBGene00008341"	"C56A3.2a"	"V"	"-"	0.646627633675489	NA	12641	13	1003	70	0.069790628115653	NA	2.16196	"Gender Neutral"
"nspc-18"	"WBGene00008358"	"D1025.7"	"X"	"-"	0.819878325692358	NA	490	1	358	0	0	NA	NA	NA
"D1086.6"	"WBGene00008393"	"D1086.6"	"V"	"+"	0.672943145203301	NA	23464	13	1740	59	0.0339080459770115	NA	10.7226	"Gender Neutral"
"DH11.5d"	"WBGene00008438"	"DH11.5d"	"II"	"+"	0.522625170155335	NA	225751	13	17313	727	0.0419915670305551	NA	NA	NA
"F02D10.3"	"WBGene00008524"	"F02D10.3"	"X"	"-"	0.759625151433985	NA	104260	18	5731	627	0.109404990403071	NA	NA	NA
"srsx-31"	"WBGene00008552"	"F07B10.6"	"V"	"-"	0.537872762516858	NA	5007	5	1068	0	0	NA	NA	NA
"clec-227"	"WBGene00008593"	"F08H9.5"	"V"	"+"	0.691709472007983	NA	12851	7	1805	20	0.0110803324099723	NA	NA	NA
"F10A3.16"	"WBGene00008638"	"F10A3.16"	"V"	"-"	0.771625196303989	NA	8009	6	1278	0	0	NA	NA	NA
"F11A1.2"	"WBGene00008668"	"F11A1.2"	"X"	"-"	0.601508092300319	NA	33412	11	2979	72	0.0241691842900302	NA	NA	NA
"mig-32"	"WBGene00008684"	"F11A10.3a"	"IV"	"-"	0.691142573761296	NA	68404	25	2739	412	0.150419861263235	NA	17.8036	"Oogenic"
"F11D11.6"	"WBGene00008701"	"F11D11.6"	"V"	"-"	0.896226709959482	NA	9150	14	655	91	0.138931297709924	NA	NA	NA
"F11F1.1a"	"WBGene00008714"	"F11F1.1a"	"III"	"+"	0.972021868278568	NA	33678	7	4797	0	0	NA	0.845418	"Spermatogenic"
"F14F8.9"	"WBGene00008817"	"F14F8.9"	"V"	"-"	0.796596664719956	NA	9293	11	883	0	0	NA	NA	NA
"srz-101"	"WBGene00008818"	"F14F8.12"	"V"	"+"	0.797914900368856	NA	25454	15	1755	69	0.0393162393162393	NA	NA	NA
"F14H3.9"	"WBGene00008828"	"F14H3.9"	"V"	"-"	0.76793241121038	NA	4238	5	815	0	0	NA	NA	NA
"F17H10.4"	"WBGene00008928"	"F17H10.4"	"X"	"-"	0.740803147275949	NA	3536	6	545	0	0	NA	NA	NA
"srz-16"	"WBGene00008947"	"F19B2.8"	"V"	"-"	0.964685880163524	NA	58079	20	2837	220	0.0775467042650687	NA	NA	NA
"srz-48"	"WBGene00008981"	"F20E11.1"	"V"	"-"	0.83441009396784	NA	16557	10	1629	31	0.0190300798035605	NA	NA	NA
"pfd-6"	"WBGene00009004"	"F21C3.5"	"I"	"-"	0.483225801486343	NA	7297	12	611	31	0.0507364975450082	NA	166.671	"Gender Neutral"
"F22B8.3"	"WBGene00009046"	"F22B8.3"	"V"	"+"	0.769040937327054	NA	15871	14	1133	100	0.088261253309797	NA	NA	NA
"F23A7.5"	"WBGene00009070"	"F23A7.5"	"X"	"+"	0.916153458823896	NA	82906	11	7364	396	0.0537751222161869	NA	NA	NA
"F25B3.4"	"WBGene00009101"	"F25B3.4"	"V"	"-"	0.457230080222976	NA	36091	12	3080	179	0.0581168831168831	NA	NA	NA
"ncbp-2"	"WBGene00009141"	"F26A3.2a"	"I"	"-"	0.50707679330359	NA	11716	15	767	59	0.0769230769230769	NA	759.291	"Gender Neutral"
"F28D9.4.1"	"WBGene00009220"	"F28D9.4.1"	"I"	"-"	0.741298087621415	NA	650172	43	15207	3732	0.245413296508187	NA	NA	NA
"exos-7"	"WBGene00009289"	"F31D4.1"	"V"	"+"	0.995987560802861	NA	67953	26	2610	426	0.163218390804598	NA	79.7097	"Gender Neutral"
"F31F6.1"	"WBGene00009300"	"F31F6.1"	"X"	"-"	0.839085115804318	NA	7301	6	1200	0	0	NA	1.5224	"Oogenic"
"F32D8.4"	"WBGene00009329"	"F32D8.4"	"V"	"-"	0.520567544343434	NA	38243	21	1844	272	0.147505422993492	NA	27.0423	"Gender Neutral"
"F34D10.6a"	"WBGene00009375"	"F34D10.6a"	"III"	"-"	0.2723113892895	NA	203915	17	11753	1543	0.131285629201055	NA	NA	NA
"F35B12.3"	"WBGene00009383"	"F35B12.3"	"V"	"-"	0.554645032684674	NA	19983	11	1867	115	0.0615961435457954	NA	NA	NA
"F35C5.4"	"WBGene00009392"	"F35C5.4"	"II"	"+"	0.843705203227269	NA	11378	8	1395	62	0.0444444444444444	NA	NA	NA
"clec-191"	"WBGene00009538"	"F38C2.6"	"IV"	"-"	0.930623821691638	NA	17760	16	1081	165	0.15263644773358	NA	NA	NA
"cutl-17"	"WBGene00009541"	"F38E11.4"	"IV"	"-"	0.540393129485832	NA	119026	15	7750	577	0.0744516129032258	NA	NA	NA
"F47B8.1"	"WBGene00009802"	"F47B8.1"	"V"	"-"	0.684091132842482	NA	4624	8	575	0	0	NA	NA	NA
"thn-4"	"WBGene00009858"	"F49A5.6"	"V"	"-"	0.806297522770307	NA	1124	2	746	0	0	NA	NA	NA
"F49C5.5"	"WBGene00009868"	"F49C5.5"	"II"	"-"	0.8211221812659	NA	4263	9	484	0	0	NA	NA	NA
"F49E11.8"	"WBGene00009894"	"F49E11.8"	"IV"	"-"	0.746295307905433	NA	4850	12	412	0	0	NA	NA	NA
"F49H6.12"	"WBGene00009913"	"F49H6.12"	"V"	"-"	0.813469583993256	NA	1668	3	555	0	0	NA	NA	NA
"F52E10.3"	"WBGene00009934"	"F52E10.3"	"X"	"+"	0.919012884629342	NA	6074	23	267	63	0.235955056179775	NA	NA	NA
"F53B2.1"	"WBGene00009954"	"F53B2.1"	"IV"	"-"	0.715544835838969	NA	22668	22	1019	262	0.25711481844946	NA	NA	NA
"F53F1.3"	"WBGene00009981"	"F53F1.3"	"V"	"+"	0.640839306486562	NA	23566	15	1538	62	0.0403120936280884	NA	23.382	"Gender Neutral"
"srbc-50"	"WBGene00010022"	"F54B8.8"	"V"	"-"	0.756274893448632	NA	12424	12	1069	0	0	NA	NA	NA
"srbc-56"	"WBGene00010026"	"F54B8.12"	"V"	"-"	0.756595288321932	NA	11454	10	1101	0	0	NA	NA	NA
"F54D5.4"	"WBGene00010050"	"F54D5.4"	"II"	"+"	0.75725447973454	NA	7344	7	1126	0	0	NA	33.868	"Gender Neutral"
"F55A11.4a"	"WBGene00010077"	"F55A11.4a"	"V"	"+"	0.562620398983377	NA	13439	7	1914	0	0	NA	42.8504	"Gender Neutral"
"F55A11.6c"	"WBGene00010079"	"F55A11.6c"	"V"	"+"	0.562989541286684	NA	113654	18	6386	495	0.0775133103664266	NA	NA	NA
"F55D12.5a"	"WBGene00010113"	"F55D12.5a"	"I"	"-"	0.524829931250653	NA	175792	26	6775	1143	0.168708487084871	NA	NA	NA
"F56H6.3"	"WBGene00010164"	"F56H6.3"	"I"	"-"	0.81538731567841	NA	30264	47	640	344	0.5375	NA	NA	NA
"F56H6.4"	"WBGene00010165"	"F56H6.4"	"I"	"+"	0.81548411490805	NA	5084	3	1764	0	0	NA	NA	NA
"F58D12.1"	"WBGene00010249"	"F58D12.1"	"V"	"+"	0.671573199045315	NA	64387	13	5090	308	0.0605108055009823	NA	NA	NA
"F58G1.8"	"WBGene00010270"	"F58G1.8"	"II"	"-"	0.845938664822443	NA	2174	7	299	0	0	NA	NA	NA
"H03G16.1"	"WBGene00010358"	"H03G16.1"	"X"	"+"	0.849614356207047	NA	4694	6	770	0	0	NA	NA	NA
"srz-59"	"WBGene00010394"	"H12I19.7"	"IV"	"+"	0.807896315895165	NA	57763	26	2261	384	0.16983635559487	NA	NA	NA
"H12I19.8"	"WBGene00010395"	"H12I19.8"	"IV"	"+"	0.809126006662121	NA	2064	5	403	0	0	NA	NA	NA
"H25K10.2"	"WBGene00010412"	"H25K10.2"	"IV"	"-"	0.926662081811821	NA	1214	4	291	0	0	NA	NA	NA
"irld-39"	"WBGene00010415"	"H25K10.6"	"IV"	"+"	0.928033050969002	NA	26444	8	3408	100	0.0293427230046948	NA	NA	NA
"H38K22.4"	"WBGene00010429"	"H38K22.4"	"III"	"-"	0.313644799427966	NA	2964	6	498	0	0	NA	NA	NA
"K03D7.8"	"WBGene00010535"	"K03D7.8"	"V"	"-"	0.835901598055455	NA	16855	8	2108	61	0.0289373814041746	NA	NA	NA
"K03D7.9"	"WBGene00010536"	"K03D7.9"	"V"	"-"	0.835783743974674	NA	17044	11	1488	63	0.0423387096774194	NA	NA	NA
"ath-1"	"WBGene00010564"	"K04G2.5b"	"I"	"-"	0.53331449319997	NA	77848	30	2569	672	0.26158038147139	NA	156.641	"Gender Neutral"
"K04G11.1"	"WBGene00010570"	"K04G11.1"	"X"	"+"	0.809082026455078	NA	13539	12	1160	52	0.0448275862068966	NA	NA	NA
"K05C4.10"	"WBGene00010586"	"K05C4.10"	"I"	"+"	0.976996382933241	NA	12015	14	836	31	0.0370813397129187	NA	NA	NA
"K06B4.3"	"WBGene00010598"	"K06B4.3"	"V"	"-"	0.749035374385042	NA	3560	6	571	0	0	NA	NA	NA
"K07A1.15"	"WBGene00010619"	"K07A1.15"	"I"	"-"	0.637542383665438	NA	6193	13	461	0	0	NA	NA	NA
"K08E4.4"	"WBGene00010668"	"K08E4.4"	"IV"	"-"	0.689770547088348	NA	7068	23	313	64	0.204472843450479	NA	NA	NA
"K09G1.3"	"WBGene00010729"	"K09G1.3"	"V"	"-"	0.458677878894179	NA	2250	10	216	0	0	NA	NA	NA
"srbc-76"	"WBGene00010798"	"M01B2.4"	"V"	"+"	0.728957431067789	NA	12607	14	910	0	0	NA	NA	NA
"M01G12.10"	"WBGene00010823"	"M01G12.10"	"I"	"+"	0.804073748141806	NA	2490	5	476	0	0	NA	NA	NA
"M04D8.8"	"WBGene00010866"	"M04D8.8"	"III"	"+"	0.728002493651787	NA	13706	15	922	72	0.0780911062906725	NA	NA	NA
"lact-4"	"WBGene00010877"	"M05D6.4"	"II"	"-"	0.554943475934068	NA	26783	11	2446	87	0.03556827473426	NA	0.898004	"Gender Neutral"
"M79.2"	"WBGene00010902"	"M79.2"	"X"	"-"	0.599790777575772	NA	32067	15	2201	171	0.0776919582008178	NA	2.53458	"Spermatogenic"
"M163.6"	"WBGene00010938"	"M163.6"	"X"	"+"	0.816280593954199	NA	16023	10	1544	0	0	NA	NA	NA
"nduo-6"	"WBGene00010957"	"MTCE.3"	"MtDNA"	"+"	0.0239959402638828	NA	17406	40	432	196	0.453703703703704	NA	NA	NA
"ndfl-4"	"WBGene00010958"	"MTCE.4"	"MtDNA"	"+"	0.0482818616789909	NA	13767	60	231	131	0.567099567099567	NA	NA	NA
"nduo-1"	"WBGene00010959"	"MTCE.11"	"MtDNA"	"+"	0.159417137886037	NA	22387	26	873	173	0.198167239404353	NA	NA	NA
"atp-6"	"WBGene00010960"	"MTCE.12"	"MtDNA"	"+"	0.212737422067566	NA	14339	24	597	81	0.135678391959799	NA	NA	NA
"nduo-2"	"WBGene00010961"	"MTCE.16"	"MtDNA"	"+"	0.277584457010294	NA	31342	37	846	224	0.264775413711584	NA	NA	NA
"nduo-3"	"WBGene00010966"	"MTCE.34"	"MtDNA"	"+"	0.835399449035813	NA	8867	27	333	0	0	NA	NA	NA
"R07B1.6"	"WBGene00011078"	"R07B1.6"	"X"	"+"	0.556878085610303	NA	10001	8	1255	0	0	NA	NA	NA
"fbxb-79"	"WBGene00011127"	"R07H5.7"	"IV"	"-"	0.639611373816447	NA	3449	6	621	0	0	NA	NA	NA
"nhr-269"	"WBGene00011150"	"R08H2.9"	"V"	"-"	0.734525438989724	NA	22130	13	1746	84	0.0481099656357388	NA	NA	NA
"R08H2.10"	"WBGene00011151"	"R08H2.10"	"V"	"-"	0.734742986344029	NA	2982	7	438	0	0	NA	NA	NA
"T01D3.1b"	"WBGene00011326"	"T01D3.1b"	"V"	"+"	0.654582831919817	NA	114122	9	13270	321	0.0241899020346647	NA	0.186313	"Oogenic"
"irld-47"	"WBGene00011458"	"T05A6.4"	"II"	"-"	0.511893055371666	NA	15468	7	2250	0	0	NA	NA	NA
"srbc-77"	"WBGene00011506"	"T05G11.2"	"V"	"+"	0.761350408952704	NA	6722	7	903	0	0	NA	NA	NA
"T06C12.9"	"WBGene00011516"	"T06C12.9"	"V"	"-"	0.759210659629195	NA	840	2	398	0	0	NA	NA	NA
"T06E8.2"	"WBGene00011544"	"T06E8.2"	"V"	"-"	0.479640277420668	NA	12401	19	668	102	0.152694610778443	NA	NA	NA
"T08G3.6"	"WBGene00011618"	"T08G3.6"	"V"	"+"	0.786007886569509	NA	7465	6	1190	0	0	NA	NA	NA
"T08G3.11"	"WBGene00011620"	"T08G3.11"	"V"	"-"	0.787559488591668	NA	3806	6	678	0	0	NA	NA	NA
"T09E11.9"	"WBGene00011658"	"T09E11.9"	"I"	"-"	0.819294315702427	NA	9080	4	2120	0	0	NA	NA	NA
"T10C6.2"	"WBGene00011686"	"T10C6.2"	"V"	"-"	0.765305092003605	NA	12291	7	1690	0	0	NA	NA	NA
"T11F9.13"	"WBGene00011714"	"T11F9.13"	"V"	"-"	0.548775961590849	NA	1617	2	661	0	0	NA	NA	NA
"T13F3.4"	"WBGene00011751"	"T13F3.4"	"V"	"-"	0.777347164859029	NA	8368	16	511	51	0.0998043052837573	NA	NA	NA
"T15D6.5"	"WBGene00011780"	"T15D6.5"	"I"	"+"	0.821535095127967	NA	12053	8	1452	0	0	NA	NA	NA
"hal-2"	"WBGene00011819"	"T16H12.11.1"	"III"	"-"	0.731867429020486	NA	7191	6	1180	0	0	NA	NA	NA
"srbc-62"	"WBGene00011840"	"T19C9.1"	"V"	"+"	0.822899487578486	NA	6932	7	1015	0	0	NA	NA	NA
"T23D5.3"	"WBGene00011942"	"T23D5.3"	"V"	"-"	0.751917900725381	NA	2909	4	806	0	0	NA	NA	NA
"srz-99"	"WBGene00012028"	"T25E12.13"	"V"	"+"	0.799594655561174	NA	6457	5	1204	0	0	NA	NA	NA
"nhr-223"	"WBGene00012050"	"T26E4.8"	"V"	"+"	0.754961986562914	NA	10025	9	1148	51	0.0444250871080139	NA	NA	NA
"T26E4.10"	"WBGene00012052"	"T26E4.10"	"V"	"-"	0.755013744863598	NA	2321	7	330	0	0	NA	NA	NA
"T26G10.3"	"WBGene00012060"	"T26G10.3"	"III"	"-"	0.682913733301866	NA	9990	17	587	104	0.17717206132879	NA	NA	NA
"T26H8.4"	"WBGene00012072"	"T26H8.4"	"V"	"-"	0.731513660272469	NA	9905	9	1044	0	0	NA	NA	NA
"T27A8.3"	"WBGene00012075"	"T27A8.3"	"X"	"+"	0.90654326313614	NA	2326	4	606	0	0	NA	NA	NA
"T27A8.4"	"WBGene00012076"	"T27A8.4"	"X"	"-"	0.906784727891767	NA	1790	5	395	0	0	NA	NA	NA
"clec-244"	"WBGene00012080"	"T27C5.7"	"V"	"+"	0.832249937631965	NA	17079	14	1204	113	0.0938538205980066	NA	NA	NA
"T27E7.5"	"WBGene00012090"	"T27E7.5"	"IV"	"+"	0.831021270414842	NA	7873	7	1163	0	0	NA	NA	NA
"T28A8.5"	"WBGene00012111"	"T28A8.5"	"III"	"+"	0.979568226500078	NA	6297	7	894	0	0	NA	42.2893	"Gender Neutral"
"T28B8.4"	"WBGene00012115"	"T28B8.4"	"I"	"+"	0.541687925122114	NA	58706	7	8102	108	0.0133300419649469	NA	25.7468	"Spermatogenic"
"T28C6.7a"	"WBGene00012121"	"T28C6.7a"	"IV"	"+"	0.504991960307832	NA	126306	10	12369	103	0.00832726978737166	NA	32.6455	"Spermatogenic"
"srt-11"	"WBGene00012181"	"W01D2.4"	"II"	"+"	0.969083612526941	NA	28183	13	2102	83	0.0394862036156042	NA	NA	NA
"W03H9.1"	"WBGene00012227"	"W03H9.1"	"II"	"-"	0.92599951922262	NA	15401	6	2790	0	0	NA	NA	NA
"W05H5.2"	"WBGene00012284"	"W05H5.2"	"II"	"+"	0.814314528017783	NA	6965	31	226	31	0.13716814159292	NA	NA	NA
"W06D11.5"	"WBGene00012303"	"W06D11.5"	"X"	"+"	0.694212329381743	NA	14695	13	1149	80	0.0696257615317667	NA	NA	NA
"W06G6.2"	"WBGene00012309"	"W06G6.2"	"V"	"+"	0.794748922060506	NA	994	3	358	0	0	NA	NA	NA
"maea-1"	"WBGene00012366"	"W09G3.2"	"I"	"-"	0.91621515808263	NA	384378	77	4973	2499	0.502513573295797	NA	NA	NA
"W09G3.8.1"	"WBGene00012371"	"W09G3.8.1"	"I"	"-"	0.916456393174453	NA	310704	149	2092	1351	0.645793499043977	NA	NA	NA
"Y1A5A.2"	"WBGene00012380"	"Y1A5A.2"	"III"	"-"	0.289072549727031	NA	1184	4	304	0	0	NA	NA	NA
"Y6B3B.3"	"WBGene00012388"	"Y6B3B.3"	"I"	"+"	0.909916308142401	NA	114943	12	9750	554	0.0568205128205128	NA	3.60532	"Spermatogenic"
"Y6B3B.4"	"WBGene00012389"	"Y6B3B.4"	"I"	"+"	0.913207183391879	NA	1743519	116	15037	8002	0.532154020083793	NA	14.8828	"Gender Neutral"
"Y6D1A.2"	"WBGene00012396"	"Y6D1A.2"	"II"	"-"	0.773526725914549	NA	26647	19	1420	102	0.071830985915493	NA	NA	NA
"Y9C2UA.2"	"WBGene00012422"	"Y9C2UA.2"	"II"	"+"	0.598612408153424	NA	1352	4	381	0	0	NA	NA	NA
"Y18D10A.4"	"WBGene00012477"	"Y18D10A.4"	"I"	"+"	0.850305000506222	NA	2557	5	525	0	0	NA	NA	NA
"Y26D4A.13"	"WBGene00012510"	"Y26D4A.13"	"I"	"+"	0.868712511861057	NA	17559	11	1653	0	0	NA	NA	NA
"fbxa-209"	"WBGene00012533"	"Y36E3A.1"	"V"	"-"	0.73716788423728	NA	9533	10	947	0	0	NA	NA	NA
"Y37H2C.4"	"WBGene00012575"	"Y37H2C.4"	"V"	"+"	0.87322320396785	NA	7732	5	1554	0	0	NA	NA	NA
"Y38E10A.22a"	"WBGene00012600"	"Y38E10A.22a"	"II"	"-"	0.829579995210551	NA	448695	101	4464	2176	0.487455197132616	NA	112.647	"Gender Neutral"
"Y39A1A.22"	"WBGene00012659"	"Y39A1A.22"	"III"	"-"	0.776648944656122	NA	162558	60	2732	577	0.211200585651537	NA	22.4042	"Gender Neutral"
"Y39B6A.32"	"WBGene00012691"	"Y39B6A.32"	"V"	"-"	0.908415049000725	NA	53407	88	609	309	0.507389162561576	NA	NA	NA
"Y39B6A.33"	"WBGene00012692"	"Y39B6A.33"	"V"	"+"	0.908247467762178	NA	912184	215	4239	2686	0.633640009436188	NA	68.1988	"Gender Neutral"
"Y39B6A.42"	"WBGene00012700"	"Y39B6A.42"	"V"	"-"	0.906547377244891	NA	56790	39	1452	403	0.277548209366391	NA	147.004	"Gender Neutral"
"Y40B1A.3c"	"WBGene00012734"	"Y40B1A.3c"	"I"	"+"	0.885991074832373	NA	730441	79	9265	4417	0.476740420939018	NA	14.5652	"Gender Neutral"
"Y40H7A.9"	"WBGene00012746"	"Y40H7A.9"	"IV"	"+"	0.869366992211939	NA	38250	20	1930	150	0.077720207253886	NA	NA	NA
"Y41C4A.7"	"WBGene00012754"	"Y41C4A.7"	"III"	"+"	0.848784598674923	NA	3835	3	1177	0	0	NA	73.7192	"Spermatogenic"
"Y41E3.13"	"WBGene00012771"	"Y41E3.13"	"IV"	"+"	0.860788910192274	NA	3060	8	401	0	0	NA	NA	NA
"srt-50"	"WBGene00012775"	"Y41E3.17"	"IV"	"+"	0.862111805254299	NA	568828	41	13890	5348	0.385025197984161	NA	NA	NA
